ingredient,predicate,disease,pmid,year,pubmed_url,title
erythritol,risk_factor_for,stroke,41141604,2025,https://pubmed.ncbi.nlm.nih.gov/41141604/,"associations between artificial sweeteners and cardiovascular disease, stroke, and diabetes: a mendelian randomization study."
erythritol,risk_factor_for,diabetes,41141604,2025,https://pubmed.ncbi.nlm.nih.gov/41141604/,"associations between artificial sweeteners and cardiovascular disease, stroke, and diabetes: a mendelian randomization study."
erythritol,risk_factor_for,cardiovascular disease,41141604,2025,https://pubmed.ncbi.nlm.nih.gov/41141604/,"associations between artificial sweeteners and cardiovascular disease, stroke, and diabetes: a mendelian randomization study."
caffeine,risk_factor_for,stroke,40982480,2025,https://pubmed.ncbi.nlm.nih.gov/40982480/,investigating the genetic and causal relationship between coffee/caffeine consumption and stroke: genome-wide association and bidirectional mendelian randomization study.
saccharin,risk_factor_for,heart disease,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,inflammatory bowel disease,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,diabetes mellitus,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,obesity,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,coronary heart disease,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,stroke,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,diabetes,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,cardiovascular disease,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,type 2 diabetes,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
saccharin,risk_factor_for,insulin resistance,39449954,2024,https://pubmed.ncbi.nlm.nih.gov/39449954/,exploring the long-term effect of artificial sweeteners on metabolic health.
aspartame,risk_factor_for,ischemic stroke,40615604,2025,https://pubmed.ncbi.nlm.nih.gov/40615604/,aspartame and ischemic stroke: unraveling the molecular link through network toxicology and molecular docking analysis.
aspartame,risk_factor_for,cerebrovascular disease,40615604,2025,https://pubmed.ncbi.nlm.nih.gov/40615604/,aspartame and ischemic stroke: unraveling the molecular link through network toxicology and molecular docking analysis.
aspartame,risk_factor_for,stroke,40615604,2025,https://pubmed.ncbi.nlm.nih.gov/40615604/,aspartame and ischemic stroke: unraveling the molecular link through network toxicology and molecular docking analysis.
maple syrup,risk_factor_for,stroke,36138787,2022,https://pubmed.ncbi.nlm.nih.gov/36138787/,current understanding on the genetic basis of key metabolic disorders: a review.
black tea,risk_factor_for,stroke,37195331,2023,https://pubmed.ncbi.nlm.nih.gov/37195331/,effect of toothbrush bristle stiffness and brushing force on cleaning efficacy.
coffee,risk_factor_for,cardiovascular diseases,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
coffee,risk_factor_for,anxiety,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
coffee,risk_factor_for,stroke,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
coffee,risk_factor_for,diabetes,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
coffee,risk_factor_for,hypertension,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
coffee,risk_factor_for,cognitive decline,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
coffee,risk_factor_for,cardiovascular disease,40806142,2025,https://pubmed.ncbi.nlm.nih.gov/40806142/,coffee's impact on health and well-being.
sodium,risk_factor_for,heart disease,41371925,2025,https://pubmed.ncbi.nlm.nih.gov/41371925/,association of drinking water salinity with elevated blood pressure and risk of hypertension among coastal and other populations: a systematic review and meta-analysis of observational studies.
sodium,risk_factor_for,coronary heart disease,41371925,2025,https://pubmed.ncbi.nlm.nih.gov/41371925/,association of drinking water salinity with elevated blood pressure and risk of hypertension among coastal and other populations: a systematic review and meta-analysis of observational studies.
sodium,risk_factor_for,hypertension,41371925,2025,https://pubmed.ncbi.nlm.nih.gov/41371925/,association of drinking water salinity with elevated blood pressure and risk of hypertension among coastal and other populations: a systematic review and meta-analysis of observational studies.
sodium,risk_factor_for,stroke,41371925,2025,https://pubmed.ncbi.nlm.nih.gov/41371925/,association of drinking water salinity with elevated blood pressure and risk of hypertension among coastal and other populations: a systematic review and meta-analysis of observational studies.
sodium,risk_factor_for,blood pressure,41371925,2025,https://pubmed.ncbi.nlm.nih.gov/41371925/,association of drinking water salinity with elevated blood pressure and risk of hypertension among coastal and other populations: a systematic review and meta-analysis of observational studies.
potassium,risk_factor_for,blood pressure,41250988,2025,https://pubmed.ncbi.nlm.nih.gov/41250988/,testing for primary aldosteronism underutilized following stroke: a multicenter cohort study.
potassium,risk_factor_for,hypertension,41250988,2025,https://pubmed.ncbi.nlm.nih.gov/41250988/,testing for primary aldosteronism underutilized following stroke: a multicenter cohort study.
potassium,risk_factor_for,stroke,41250988,2025,https://pubmed.ncbi.nlm.nih.gov/41250988/,testing for primary aldosteronism underutilized following stroke: a multicenter cohort study.
potassium,risk_factor_for,insulin resistance,41327493,2025,https://pubmed.ncbi.nlm.nih.gov/41327493/,"global, regional and national burden of intracerebral hemorrhage attributable to dietary and metabolic risks from 1990 to 2021 and projections to 2050: a systematic analysis based on the global burden of disease 2021 comparative risk assessment framework."
potassium,risk_factor_for,metabolic syndrome,41327493,2025,https://pubmed.ncbi.nlm.nih.gov/41327493/,"global, regional and national burden of intracerebral hemorrhage attributable to dietary and metabolic risks from 1990 to 2021 and projections to 2050: a systematic analysis based on the global burden of disease 2021 comparative risk assessment framework."
potassium,risk_factor_for,hypertension,41327493,2025,https://pubmed.ncbi.nlm.nih.gov/41327493/,"global, regional and national burden of intracerebral hemorrhage attributable to dietary and metabolic risks from 1990 to 2021 and projections to 2050: a systematic analysis based on the global burden of disease 2021 comparative risk assessment framework."
potassium,risk_factor_for,stroke,41327493,2025,https://pubmed.ncbi.nlm.nih.gov/41327493/,"global, regional and national burden of intracerebral hemorrhage attributable to dietary and metabolic risks from 1990 to 2021 and projections to 2050: a systematic analysis based on the global burden of disease 2021 comparative risk assessment framework."
potassium,risk_factor_for,chronic kidney disease,41353003,2025,https://pubmed.ncbi.nlm.nih.gov/41353003/,risk factors for incident or persistent sarc-f-defined sarcopenia in patients with end-stage kidney disease: a cohort study.
potassium,risk_factor_for,kidney disease,41353003,2025,https://pubmed.ncbi.nlm.nih.gov/41353003/,risk factors for incident or persistent sarc-f-defined sarcopenia in patients with end-stage kidney disease: a cohort study.
potassium,risk_factor_for,stroke,41353003,2025,https://pubmed.ncbi.nlm.nih.gov/41353003/,risk factors for incident or persistent sarc-f-defined sarcopenia in patients with end-stage kidney disease: a cohort study.
potassium,risk_factor_for,diabetes,41353003,2025,https://pubmed.ncbi.nlm.nih.gov/41353003/,risk factors for incident or persistent sarc-f-defined sarcopenia in patients with end-stage kidney disease: a cohort study.
iron,risk_factor_for,arthritis,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,iron deficiency,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,stroke,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,colorectal cancer,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,ulcerative colitis,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,osteoporosis,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,cardiovascular disease,41345346,2025,https://pubmed.ncbi.nlm.nih.gov/41345346/,"risk of intestinal complications, extraintestinal morbidity, and mortality in patients with ulcerative colitis and ocular involvement."
iron,risk_factor_for,ischemic stroke,41351410,2025,https://pubmed.ncbi.nlm.nih.gov/41351410/,ferroptosis in neurovascular unit of ischemic stroke: multidimensional regulatory mechanisms and targeted interventions.
iron,risk_factor_for,stroke,41351410,2025,https://pubmed.ncbi.nlm.nih.gov/41351410/,ferroptosis in neurovascular unit of ischemic stroke: multidimensional regulatory mechanisms and targeted interventions.
iron,risk_factor_for,iron deficiency,41356890,2025,https://pubmed.ncbi.nlm.nih.gov/41356890/,the role of myocardial fibrosis and bioenergetic dysfunction in heart failure prognosis: a study protocol.
iron,risk_factor_for,stroke,41356890,2025,https://pubmed.ncbi.nlm.nih.gov/41356890/,the role of myocardial fibrosis and bioenergetic dysfunction in heart failure prognosis: a study protocol.
iron,risk_factor_for,stroke,41383522,2025,https://pubmed.ncbi.nlm.nih.gov/41383522/,unravelling the nexus of stroke and dementia: deciphering the role of secondary neurodegeneration in orchestrating cognitive decline.
iron,risk_factor_for,ischemic stroke,41383522,2025,https://pubmed.ncbi.nlm.nih.gov/41383522/,unravelling the nexus of stroke and dementia: deciphering the role of secondary neurodegeneration in orchestrating cognitive decline.
iron,risk_factor_for,dementia,41383522,2025,https://pubmed.ncbi.nlm.nih.gov/41383522/,unravelling the nexus of stroke and dementia: deciphering the role of secondary neurodegeneration in orchestrating cognitive decline.
iron,risk_factor_for,cognitive decline,41383522,2025,https://pubmed.ncbi.nlm.nih.gov/41383522/,unravelling the nexus of stroke and dementia: deciphering the role of secondary neurodegeneration in orchestrating cognitive decline.
alcohol,risk_factor_for,heart disease,41379831,2025,https://pubmed.ncbi.nlm.nih.gov/41379831/,"prehypertension and its associated factors among government employees in tilottama municipality of rupandehi district, nepal."
alcohol,risk_factor_for,hypertension,41379831,2025,https://pubmed.ncbi.nlm.nih.gov/41379831/,"prehypertension and its associated factors among government employees in tilottama municipality of rupandehi district, nepal."
alcohol,risk_factor_for,stroke,41379831,2025,https://pubmed.ncbi.nlm.nih.gov/41379831/,"prehypertension and its associated factors among government employees in tilottama municipality of rupandehi district, nepal."
alcohol,risk_factor_for,diabetes,41379831,2025,https://pubmed.ncbi.nlm.nih.gov/41379831/,"prehypertension and its associated factors among government employees in tilottama municipality of rupandehi district, nepal."
